review_id,asin,reviewText,overall,helpful,summary,reviewTime,category
ELECTRONICS_000140,0972683275,Awesome price and quality. Simple and easy to install and fully equipped for installation. If you need a swing arm mount for medium size tv this is one I'd recommend.,5.0,"[0, 0]",Great item,"11 22, 2012",Electronics
ELECTRONICS_000141,0972683275,"I mounted this in my RV and it holds a 26"" LCD TV / DVD combo.  Installation was very easy and the mount works GREAT!  I was prepared to pay 5 times the price for a mount that would work as I wanted.  I couldn't be happier.",5.0,"[14, 19]","Excellent, at any price","09 30, 2010",Electronics
ELECTRONICS_000142,0972683275,Got my TV mounted with this above my PC and its been on the wall for a year now. No problems with it holds the TV well and its study. Way cheaper than store bought and its perfect for what I got i got a 37 inch HDTV,5.0,"[0, 1]",Great Wall Mount,"04 28, 2013",Electronics
ELECTRONICS_000143,0972683275,I really like the action on this mount.  I purchased a 27&#34; monitor for my wife and this mount really frees up the desktop real estate.  I would purchase again.,5.0,"[0, 0]",Works as advertised,"02 27, 2014",Electronics
ELECTRONICS_000144,0972683275,"I have an older very heavy 36&#34; Samsung High Def TV that weighs substantially more than my new 42&#34;. I replaced my old basement CRT tv with it, installed the VideoSecu mount easily and it does the job. I was amazed, the price from Amazon was only $30 dollars and with prime I got free 2 day shipping. The original price was $149. Wow, what a reduction!",4.0,"[0, 0]",Sturdy and easy to install,"03 6, 2014",Electronics
ELECTRONICS_000145,0972683275,"Used this for a Panasonic 32"" LCD TV.  Mount works fine, instructions were minimal.  I was able to use the supplied hardware to attach the TV and to attach the mount to the wall.  I did have a problem hanging the TV, per the instructions you have to mount the unit and now attach the TV, this was not very easy so I removed the mounting plate at the pivor point and took it off the wall mount, mounted this on the TV and now re-attached to the TV mount, this was a lot easier.",4.0,"[3, 4]","Good product, poor instructions","07 17, 2012",Electronics
ELECTRONICS_000146,0972683275,"The product is good and as described.I have a 32&#34; Vizio TV and somehow, this wall mount seems to be a little too weak for my TV. I still managed to mount my TV just fine, but gets a little paranoid that it will give in within the next few months because the mount won't be able to carry it.But the full motion swing feature is amazing! Especially if you are in a larger room.",3.0,"[0, 1]","I have a 32"" Vizio TV","10 21, 2013",Electronics
ELECTRONICS_000147,0972683275,"The TV is still hanging from the wall so that's a good thing. The info for this wall mount says it is good for up to 66 LBS. Our old Phillips 37&#34; flat screen weighs 58 LBS (including the stand) and after 3 weeks the TV and mount are secured to the wall via a vertical 2 x4&#34; frame member. The mount came with almost every imaginable combination of nuts, bolts and spacers and straps to fit various size and brand TVs. I had no problem coming up with the right combination for my big and heavy old Phillips.",5.0,"[0, 0]",Still Standing,"01 7, 2014",Electronics
ELECTRONICS_000148,0972683275,"Bought this mount for a 32inch Panasonic LED TV. The mount may look cheap, but I found it to be extremely sturdy and a great buy for the price. I strongly recommend it to everyone.",5.0,"[0, 0]",Great buy,"11 27, 2012",Electronics
ELECTRONICS_000149,0972683275,,5.0,"[1, 2]","Works perfectly for 400 x 200 VESA mount Hiteker 37"" TV to wood paneled wall.","01 10, 2013",Electronics
ELECTRONICS_000150,0972683275,"Good, strong mount and quality hardware. Includes all the different size screws required to attach to TV if yours doesn't have them (or if you lost them).  There is just the right amount of resistance in the joints for it to stay where you want it but still easy to move around.  I mounted a shelf above the TV to get the cable box out of the way and avoid having to run a long HDMI cable through the wall.I took a star only because I received a different unit than the one pictured, It has 2 thick arms, rather than the 2-1 that is shown.  Honestly I think what I got is more attractive, but I believe that Amazon vendors should not substitute different products without authorization.  My unit also did not come with the extender arms in the picture, it has a mounting plate with all of the VESA mounting holes in the correct configuration.  My TV is 26&#34; so it fit perfectly.  I am sure my 55&#34; would fit on it too, but I have a different mounting configuration for that one.",4.0,"[0, 0]","Strong, attractive, and highly functional","10 4, 2013",Electronics
ELECTRONICS_000151,0972683275,"Very solid...we mounted our flat panel in the bedroom. Like the tipping feature and love the articulating feature.We checked prices at stores, big boxes, etc. best price of all including Costco...",5.0,"[0, 0]",mbb,"05 17, 2011",Electronics
ELECTRONICS_000152,0972683275,I bought this tv swing arm mount for my tv from amazon.Its been a good one its built heavy duty to hold pretty big tv .I would have anyone of my friends buy this same mount for their tv. It lets you hang it up and out of the way and also you can turn it out or in adjustable to see it from anywhere I set in my living room. This unit is easy to mount on wall and put together by yourself but if you have an extra person around it would make it a little better when holding the tv up when it clips in at top then screw and tighten and adjustments and like everything else I've bought from amazon it ships fast right to your door step.,4.0,"[0, 0]",My new tv wall mount,"03 28, 2013",Electronics
ELECTRONICS_000153,0972683275,Easy to attach. Easy to adjust. Very Solid and secure. Used on a clients 29&#34; LED with built in DVD.,5.0,"[0, 0]",Best buy for your buck.,"11 10, 2013",Electronics
ELECTRONICS_000154,0972683275,I have my 32 inch Tv on the wall and it works great. Easy to install and came with all the parts. The screws that it comes with for the TV will not fit but you can buy some for 2 dollars.,5.0,"[0, 0]",Works,"04 9, 2013",Electronics
ELECTRONICS_000155,0972683275,"For the money you can't go wrong. Yes, it has a litlle play in the mechanism but, you can adjust your mounting to accomodate that. It works great and frees up counter space. I would do it all again. Why spend 3 times more.",4.0,"[5, 6]",can't beat it for the price,"02 19, 2008",Electronics
ELECTRONICS_000156,0972683275,I love this mount! All the adjustments for tilt and extension are awesome! Holds a Sony 32in Ex-3000 just fine even fully extended. Even bought another. A++Mike,5.0,"[7, 9]",Great low cost mount!,"09 26, 2010",Electronics
ELECTRONICS_000157,0972683275,"I have this mounted on my wall in my editing studio.  It holds a 27"" LCD monitor (about 20-25lbs).  It's been up for a week and I don't expect that it will fall down anytime soon.",5.0,"[0, 0]",Works Great!,"09 5, 2012",Electronics
ELECTRONICS_000158,0972683275,"My students and I used to huddle around laptops to discuss projects. Now I have a 47&#34; TV for display and this mount makes it possible to put it on any wall and swivel it in any direction depending on how many people need to see the screen. Really stable, no wiggling",5.0,"[0, 0]",Great for office,"06 28, 2013",Electronics
ELECTRONICS_000159,0972683275,"It is a good value, but is not top notch quality. If you extend both arms in the same direction, the TV (30 inch) tilts. However if the arm goes right, then left, the play in the hinges offset each other and it works great.",4.0,"[0, 0]",Good value,"12 9, 2013",Electronics
ELECTRONICS_000160,0972683275,"The mount itself seems fine, it just didn't work with the Phillips tv we bought....the 'x' arm things did not line up and if they did then the 'x' parts would have covered the holes for the inputs...........we ended up using one we had had around here.......seems to be built well though and sturdy",3.0,"[0, 0]",tv mounts,"02 26, 2014",Electronics
ELECTRONICS_000161,0972683275,"Got this to replace a Peerless Paramount wall mount when I got my new TV.  Let me start off by saying it works as advertised.  But that won't get you 5 stars.  The problem is installation.  Maybe it's my own fault for thinking all TV wall mounts worked like the Peerless I had.  See, that one has a separate TV plate that you screw to the TV first.  Then you have the second piece (the actual wall mount) that you screw to the wall.  Once that's done, using the bracket mounted on the TV, you hang the TV on the wall mount and secure it with a single bolt.  One person can easily put a TV on the wall.Not so much with this one.  Yes, I will admit that once it's mounted, it's a more secure connection, but it's the mounting that's the problem.  You can't do it alone.  Depending on the weight of the TV, you will need at least one helper.  This mount is one piece, which means that you have to hold the TV to the wall-mounted plate while attaching it with screws.  That can get tricky, especially with heavier TVs (I used it for a while with my old LCD TV which weighs 40+ pounds).  They do get kudos for providing all the screws for all VESA types as well as a regular and an Allen wrench.Three stars for ease of installation, five stars for usability, for a combined four stars.  Make sure you get help when installing.",4.0,"[0, 0]",Get a helper when installing,"08 15, 2012",Electronics
ELECTRONICS_000162,0972683275,"It is up know and should work fine, but it was hard to get it to fit my TV due to the bulge on the bottom, but I made it work and it is on the wall.",4.0,"[0, 0]",Hard to fit my TV,"12 31, 2012",Electronics
ELECTRONICS_000163,0972683275,"Very strong for any tv, but I wish that it was little longer I am very happy with it and very strongly recommended.",5.0,"[0, 0]",mrd,"11 23, 2013",Electronics
ELECTRONICS_000164,0972683275,"Easy install!! Looks great and works great for what we need!! Purchased for game room, took 5 min. to install and 1 min. to set TV on. Great!!",5.0,"[0, 0]",Great Product -Easy install 5 min. to install. TV looks great on the wall. can move around easily,"03 23, 2013",Electronics
ELECTRONICS_000165,0972683275,"It is a solid mount and I doubt that it will ever fail to hold the 22"" LED TV that is mounted on it.  My only complaint is that the bolt that attaches the arm to the wall plate is smaller then the hole in the wall plate so when the TV is anything other than parallel to the wall it leans (up to 1.25"" from one side of the TV to the other ~16"") but for the price I can live with that.",3.0,"[0, 0]",Solid,"03 29, 2011",Electronics
ELECTRONICS_000166,0972683275,"The mount works, but it is unrefined compared to other brands out there. Purchased because it was on sale. just ok.",3.0,"[0, 0]",just ok,"01 20, 2013",Electronics
ELECTRONICS_000167,0972683275,"I consider myself to be a good DIYer. I've installed mounts for my 2 Samsung 46"" and 55"" LED TVs with no problems for 5 years. So, for this VideSecu mount, inspite of poor installation instructions, I carfeully measured all domensions to fit my new 32"" Samsung LED SmartTV in a limited kitchen space. My mistake was, based on the diagrams, I assumed that the length of both the swinging arms of the mount (the single and the double arms) were of the same length. What a disaster! After installing the mount when I mounted the TV and folded the arms the TV did not center itself to the wall side of the mount! It was then that I noticed the inner length of the 2 arms is about 4"" longer than the outer single arm. In other words once the arms on the mount were fully folded in towards the wall my TV was not centered in the limited space that I had and looked awful. I don't know why the manufacturer did not keep both arms the same length. At least they shd have mentioned it in the instructions.This to me is a major product defect. Luckily with Amazon I was able to return this mount but had to pay return S&H;.",1.0,"[5, 7]",Beware the TV will not center....folding arm lengths not same,"02 13, 2013",Electronics
ELECTRONICS_000168,0972683275,Works great for a cheap mount. Worked great on a 32&#34; Emerson LCD tv. Does everything as advertised! Can tighten or loosen joints for easier movement.,5.0,"[0, 0]",Good buy for price.,"12 25, 2013",Electronics
ELECTRONICS_000169,0972683275,We needed something to Extend our tv away from the hot pipe for the winter and this wall mount did the trick. It went up with no a problems. It worked out very well!,5.0,"[0, 0]",Great Wall mount!!,"09 11, 2013",Electronics
ELECTRONICS_000170,0972683275,"its a little flimsy and not the easiest to put together, for the price it works.  But for the quality i'd go with Cheetah.",3.0,"[0, 0]",difficult mount,"08 29, 2013",Electronics
ELECTRONICS_000171,0972683275,We needed a wall mount for a 32&#8221; TV that was going to be in the screened in porch.  This was one of the brands recommended by the guy that was going to install out wall mount.  I can&#8217;t speak to the ease or difficulty of installation but it looks great and we can swivel it if necessary for best viewing angle.  It's also pretty sleek so it doesn't butt out too much.  It arrived quickly and it didn&#8217;t take the installer long but of course he was a professional.  Looks great!,5.0,"[0, 0]",Great mount,"08 21, 2013",Electronics
ELECTRONICS_000172,0972683275,It works for the tv I bought but I had to use some of my own washers for the screws.  I thought it would have everything.,4.0,"[0, 0]",Good,"09 28, 2013",Electronics
ELECTRONICS_000173,0972683275,"I have mounted a 42 inch old LCD. Easy to install. Easy to swivel, there is tilt option but it has to be locked by nuts(it can not be changed without loosing the nuts).",5.0,"[0, 0]",Good for price,"01 14, 2013",Electronics
ELECTRONICS_000174,0972683275,I wanted to put my mac in the wall and leave it. This does that well.  I don't move it often it seems strong and well built. If you want to move it a lot get something different you have to keep an Allen wrench and a crescent wrench in the desk drawer if you plan on moving it a lot. The articulation is sketchy. For my uses and the cheap price this was perfect.,5.0,"[0, 0]",It works for me,"01 11, 2011",Electronics
ELECTRONICS_000175,0972683275,"I have purchased a total of 4 HDTV wall mounts from the VideoSecu companyand they are all quality products at a very reasonable price.-Tilt TV Mount: for stationary TVs up to 65 inches.-Articulating:  corner mount for SMALL TVs-Long Arm:  corner or high mobility mount for LARGER TVsAll of them are excellent products, and very easy to install.",5.0,"[0, 0]",SIMPLE....SOLID......GOOD VALUE!!,"01 30, 2014",Electronics
ELECTRONICS_000176,0972683275,"Received this item quickly and well packaged (But not so well that I was infuriated trying to open it)Everything was in perfct order. Strong, handsome appearance. Installation Kit is perfectly in order and gives a ton of options for different senarios.  Couldn't possibly be happier with this product.",5.0,"[0, 0]",Perfect Everything!,"05 5, 2011",Electronics
ELECTRONICS_000177,0972683275,"Could offer a little more in flexibility of installation, but once in place the set can be placed in just the right position repeatedly.",4.0,"[0, 0]",Very sturdy.,"04 25, 2013",Electronics
ELECTRONICS_000178,0972683275,The directions stink. Just remember the spacers go under the arms if you have to use them and you will be ok.,5.0,"[0, 0]",Awesome and cheap. The directions stink. Just remember the spacers go under the arms if you have to use them and you will be ok.,"02 17, 2013",Electronics
ELECTRONICS_000179,0972683275,It is better than spending twice the money on this going into a brick and mortar store. Was very pleased.,5.0,"[0, 0]",Good,"06 28, 2014",Electronics
ELECTRONICS_000180,0972683275,"Good quality.  Must mount on a stud.  I mounted to a metal stud by cutting a rectangle hole in wall, adding a 2 ft 2x4 in the metal stud track, patched the hole and then put up the mount.  Holds a 37&#34; TV without a problem,even added a DVD player to the bottom of the TV and it is still on the wall after about 8 months.  Price on this item was great and it was sent with FREE FREIGHT!",5.0,"[0, 0]",A real SWINGER,"03 8, 2013",Electronics
ELECTRONICS_000181,0972683275,"This item didn't disappoint. It's sturdy, has all the screws included for different flat screen models and yes, it works well.",5.0,"[0, 0]",very good value,"11 17, 2010",Electronics
ELECTRONICS_000182,0972683275,This worked perfect.  The universal design would fit 99.9% of the TV's as advertised.  Easy to mount and very durable.,5.0,"[1, 1]",Exactly what I wanted,"02 15, 2014",Electronics
ELECTRONICS_000183,0972683275,"I have a full 42&#34; HD flat screen mounted on this. Not only does everything look better than strapped to a table, but the adjustability makes this mount a pleasure to have.  It was simple to attach to the wall and has a small footprint, being a single stud wall mount.  The other major point of this mount is how many sized TV or monitors the mount can be adjusted to accept.  My TV mounts solidly and the mount itself is solid, yet adjusts with little effort.  This is just plainly a good and solid product that is well worth the money.",5.0,"[1, 1]",Excellent Product,"09 8, 2013",Electronics
ELECTRONICS_000184,0972683275,"had a couple of guys put this up for me, but they said it was easy to install. I like the fact that I can move it around easily and tilt it anyway I want it to be.",5.0,"[0, 0]",easy to install,"03 11, 2014",Electronics
ELECTRONICS_000185,0972683275,This product is user friendly and versatile.It is easy to install and comes with everything needed for installation.Adding bidding could drill and bit,5.0,"[0, 0]",Very good,"02 25, 2013",Electronics
ELECTRONICS_000186,0972683275,it was so easy to install.  the instructions were simple and so was the process.  i was putting off the project for fear.  i should have hung the TV long ago.,5.0,"[1, 1]",perfect in every way,"03 8, 2013",Electronics
ELECTRONICS_000187,0972683275,works great was pretty easy to put up and does the trick. it is my sons room and really works great.,5.0,"[0, 0]",mount,"02 2, 2013",Electronics
ELECTRONICS_000188,0972683275,"I am very happy with this affordable wall mount for my Sony 32"" Internet TV. One nice feature ist that you can swivel the mounted TV depending on where you are seated.",5.0,"[0, 0]",TV Wall mount,"03 20, 2012",Electronics
ELECTRONICS_000189,0972683275,"I have a 26"" LCD monitor mounted on unit.Seems sturdy enough, would prefer a more fluid motion and a way to adjust the pivot of the screen without tools.  As it is I keep it loose and it is reasonbly adjustable.For the price I certanily can't complain and would recommend this unit.",4.0,"[0, 0]",Works as advertised.,"12 16, 2010",Electronics
ELECTRONICS_000190,0972683275,"Easy to install, and works great. Television moves with ease and always feels secure. Doesn't loosen over time like other television mounts.",5.0,"[0, 0]",Nice Peice,"07 14, 2013",Electronics
ELECTRONICS_000191,0972683275,This was for a 32 inch LCD.  Easy to install and works great.  I am very satisfied with this wall mount.,5.0,"[0, 0]",Good price good product,"08 26, 2012",Electronics
ELECTRONICS_000192,0972683275,"Fits many different size TV's,  is very solid, and was easy to install.  I would recommend to anyone is even slightly handy.",4.0,"[0, 0]",Good Product,"02 15, 2013",Electronics
ELECTRONICS_000193,0972683275,"I'm using this with my 32"" tv and I love it. The price is significantly lower than what you can find for monitor wall mounts in the retail stores (walmart, best buy).I found this to be an easy install and very secure. The swivel is smooth and I can orient my television perfectly. It also has plenty of VESA mount patterns so it will hold just about any TV.",5.0,"[0, 0]","Good Price, Great Quality","03 29, 2012",Electronics
ELECTRONICS_000194,0972683275,"For such a cheap mount, it works well. I installed in in about 20 minuets and use it to hole a 32"" Vizio LED.",5.0,"[0, 0]",Works well,"03 11, 2012",Electronics
ELECTRONICS_000195,0972683275,"This was a present for myself, my son installed it, in about 25 minutes, and I couldn't be happier.  I wasn't sure this was for me as it for my bedroom, but my husband and I love it.  So easy to move the TV no matter where you are in the room.  A great buy.",5.0,"[0, 0]",Great,"12 21, 2012",Electronics
ELECTRONICS_000196,0972683275,Mounting the TV after mounting on wall can be a handful.  It would have been nice to have some type of slide in mount for the TV so you did not have to hold it while putting in 4 screws.  That would make DIY one person installation easier.,5.0,"[0, 0]",Good mount for medium size TV,"04 30, 2012",Electronics
ELECTRONICS_000197,0972683275,"When we first bought our bedroom tv, we looked at the mounts in the store and almost fell over from shock at the prices.  This is one of the best prices I have found on mounts.  This mount went up easy and moves in all directions to get the perfect viewing angle.  it comes with everything you need but the drill and tv!  You won't be disappointed with this brand.",5.0,"[0, 0]",awesome!,"02 21, 2013",Electronics
ELECTRONICS_000198,0972683275,"If I need to order another, this will be the one.  I used this to mount a TV to the wall in my basement and it allows me to pull the tv out from the wall and turn it towards my desk so I can watch TV while working on the PC, nearly a 90 degree angle.  My TV is only a 32&#34; and I could see that this would work up to a 40&#34; or so, but if you don't need to turn the TV 90 degrees, you could get by with a larger TV.",5.0,"[0, 0]","Easy install, great price","03 10, 2013",Electronics
ELECTRONICS_000199,0972683275,"I was hesitant about mounting my larger flat screen (47&#34; LG) onto the wall - what happens if it falls off!  After looking at mounts at Target and Best Buy that were $100+, would this possibly work?Fast forward...  The mount took about 20 minutes to install (too longer to locate the studs than mount it).  The TV is on the wall and works wonderfully.  Very solid mount and good articulation.My only comments are the cord clips included are very weak.  I will be replacing them with black cable ties.  Also - they do need to have a second locking screw where you hang the TV on the articulating mount - I can wiggle my screen (tilt) by about 1/4&#34; since there is only a screw on the bottom.Overall, I liked the narrow wall mount and the 20&#34; extension.  Definitely would recommend for a TV that is 47&#34;.",5.0,"[0, 0]","Great mount for my 47"" flat screen","08 7, 2013",Electronics
